date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-02-10,,,1.0,,7.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
2020-02-11,,,1.0,,7.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
2020-02-12,,,1.0,,7.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,
2020-02-13,,,1.0,,7.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,
2020-02-14,,,1.0,,7.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,
2020-02-15,,,1.0,,7.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,
2020-02-16,,,1.0,,7.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,
2020-02-17,,,1.0,,7.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,10.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,
2020-02-18,,,1.0,,7.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,10.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,
2020-02-19,,,1.0,,7.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,10.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,
2020-02-20,,,1.0,,8.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,
2020-02-21,,,1.0,,9.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,,,,,,4.0,,,,,1.0,,1.0,
2020-02-22,,,1.0,,9.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,,,,,,4.0,,,,,1.0,,1.0,
2020-02-23,,,1.0,,9.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,,,,,,4.0,,,,,1.0,,1.0,
2020-02-24,,,1.0,,11.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,12.0,,,,,,,,,,,,,,,,,,10.0,,,,,5.0,,1.0,
2020-02-25,,,1.0,,11.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,,,,,,,,10.0,1.0,,,,5.0,,1.0,
2020-02-26,,,1.0,,26.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,,,,,,,,10.0,1.0,,,,5.0,,1.0,
2020-02-27,,,1.0,,26.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,,,,,,,,10.0,1.0,,,,5.0,,1.0,
2020-02-28,,,1.0,,27.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,1.0,,,,,,,11.0,1.0,,,,7.0,,1.0,
2020-02-29,,,1.0,,28.0,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,1.0,,,,,,,11.0,1.0,,,,10.0,,1.0,
2020-03-01,,,1.0,,33.0,,,,,2.0,,,,,3.0,,,,,,,,1.0,,,,,,13.0,,,,,1.0,,,,,,2.0,,,2.0,,,,11.0,1.0,,,,17.0,,1.0,
2020-03-02,,,1.0,,38.0,,,,,2.0,2.0,,,,4.0,,,,,,,,2.0,,,,,,13.0,,1.0,,,1.0,,,,,,2.0,,,2.0,,,,11.0,1.0,,,,23.0,,1.0,
2020-03-03,,,2.0,,45.0,,,,,3.0,2.0,,,,4.0,,,,,,,,2.0,,,,,,13.0,,2.0,,,2.0,1.0,,,,,2.0,,,2.0,,,,11.0,1.0,,,,32.0,,1.0,
2020-03-04,,,2.0,,55.0,,,,,3.0,2.0,,,,4.0,,,,,,,,2.0,,,,,,13.0,,2.0,1.0,,11.0,1.0,,,,,2.0,,,2.0,,,,12.0,1.0,,,,47.0,,1.0,
2020-03-05,,,2.0,,67.0,2.0,,,,4.0,2.0,,,,5.0,,,,,,,3.0,3.0,,,,,,13.0,2.0,2.0,2.0,,22.0,1.0,,,,,2.0,,,2.0,,,1.0,16.0,1.0,,,,75.0,,1.0,
2020-03-06,,,3.0,,81.0,8.0,,,,7.0,3.0,,1.0,,6.0,1.0,,,1.0,,,3.0,8.0,,1.0,,,,14.0,2.0,2.0,4.0,,44.0,2.0,,,,1.0,2.0,2.0,,3.0,2.0,,1.0,19.0,3.0,,,,86.0,,1.0,
2020-03-07,,,5.0,,100.0,8.0,,,1.0,12.0,7.0,,1.0,,6.0,1.0,,1.0,1.0,,,3.0,13.0,,1.0,,1.0,,14.0,2.0,4.0,4.0,,89.0,2.0,,,,1.0,6.0,4.0,,3.0,2.0,,1.0,19.0,3.0,1.0,,1.0,110.0,,1.0,
2020-03-08,,,5.0,,112.0,8.0,1.0,,1.0,13.0,11.0,,2.0,,7.0,2.0,3.0,1.0,4.0,,,5.0,28.0,,2.0,,1.0,,16.0,4.0,4.0,6.0,,106.0,2.0,,,,1.0,13.0,6.0,,3.0,6.0,,3.0,23.0,3.0,1.0,,2.0,141.0,,1.0,
2020-03-09,,,6.0,,172.0,12.0,2.0,,4.0,14.0,17.0,,2.0,,11.0,4.0,8.0,1.0,5.0,1.0,,6.0,41.0,,2.0,,1.0,,16.0,4.0,4.0,11.0,,142.0,7.0,,,3.0,1.0,13.0,10.0,,3.0,7.0,,4.0,24.0,3.0,1.0,,5.0,179.0,,2.0,
2020-03-10,,,6.0,,179.0,17.0,2.0,,4.0,23.0,22.0,,2.0,,19.0,6.0,13.0,1.0,7.0,6.0,,9.0,92.0,2.0,3.0,,1.0,,17.0,4.0,5.0,15.0,,173.0,7.0,,,3.0,2.0,14.0,12.0,,5.0,9.0,5.0,7.0,31.0,4.0,1.0,,8.0,279.0,,3.0,
2020-03-11,,,9.0,1.0,202.0,34.0,3.0,1.0,10.0,26.0,31.0,,2.0,,25.0,11.0,14.0,1.0,7.0,13.0,,13.0,95.0,2.0,5.0,1.0,1.0,,23.0,7.0,5.0,23.0,4.0,217.0,8.0,1.0,,4.0,2.0,20.0,16.0,,5.0,10.0,8.0,8.0,33.0,5.0,2.0,,10.0,338.0,,6.0,1.0
2020-03-12,,1.0,9.0,6.0,252.0,49.0,6.0,4.0,10.0,46.0,31.0,,2.0,,32.0,12.0,16.0,5.0,11.0,14.0,1.0,13.0,108.0,12.0,9.0,1.0,2.0,,24.0,11.0,6.0,29.0,6.0,326.0,16.0,1.0,,5.0,2.0,30.0,22.0,,5.0,12.0,8.0,18.0,41.0,7.0,2.0,,17.0,419.0,,8.0,1.0
2020-03-13,6.0,1.0,9.0,7.0,320.0,78.0,11.0,4.0,10.0,70.0,41.0,,2.0,1.0,46.0,12.0,17.0,6.0,11.0,36.0,2.0,18.0,123.0,25.0,14.0,6.0,4.0,4.0,27.0,19.0,7.0,50.0,10.0,421.0,18.0,1.0,,13.0,3.0,30.0,41.0,3.0,20.0,13.0,9.0,26.0,58.0,7.0,2.0,,30.0,511.0,,19.0,2.0
